"","location","date","High Temp","Low Temp","Day Average Temp","Precipitation","Dew Point","High","Low","Average","Max Wind Speed","Visibiilty","Sea Level Pressure","Actual Time"
"X2...2034","ut/salt-lake-city/KSLC","2021-10-28","62","45","51.54","0.00","39.17","41","37","39.17","9","10","26.06","10h 35m"
"X2...2035","ut/salt-lake-city/KSLC","2021-10-29","64","41","52.04","0.00","39.77","44","37","39.77","8","10","25.95","10h 32m"
"X2...2036","ut/salt-lake-city/KSLC","2021-10-30","63","44","51.96","0.00","41.79","46","38","41.79","12","10","25.76","10h 30m"
"X2...2037","ut/salt-lake-city/KSLC","2021-10-31","64","46","53.54","0.00","44.38","48","42","44.38","8","10","25.69","10h 28m"
"X2...2038","ut/salt-lake-city/KSLC","2021-11-01","61","46","53.04","0.00","44.5","48","39","44.5","13","10","25.81","10h 25m"
"X2...2039","ut/salt-lake-city/KSLC","2021-11-02","57","46","50.58","0.05","46.85","49","41","46.85","13","10","25.97","10h 23m"
"X2...2040","ut/salt-lake-city/KSLC","2021-11-03","58","40","48.13","0.01","39.33","43","37","39.33","8","10","26","10h 20m"
"X2...2041","ut/salt-lake-city/KSLC","2021-11-04","66","40","51.2","0.00","38.24","45","29","38.24","15","10","25.88","10h 18m"
"X2...2042","ut/salt-lake-city/KSLC","2021-11-05","66","42","51.88","0.00","41.17","46","37","41.17","9","10","25.86","10h 16m"
"X2...2043","ut/salt-lake-city/KSLC","2021-11-06","66","49","56.58","0.00","35.54","45","29","35.54","17","10","25.73","10h 14m"
"X2...2044","ut/salt-lake-city/KSLC","2021-11-07","53","43","47.16","0.00","38.64","40","37","38.64","15","10","25.82","10h 11m"
"X2...2045","ut/salt-lake-city/KSLC","2021-11-08","50","38","43.38","0.00","36.96","39","35","36.96","9","10","25.86","10h 9m"
"X2...2046","ut/salt-lake-city/KSLC","2021-11-09","49","38","43.41","0.00","39.74","44","35","39.74","23","10","25.85","10h 7m"
"X2...2047","ut/salt-lake-city/KSLC","2021-11-10","51","39","44.96","0.25","36.38","43","32","36.38","10","10","25.98","10h 5m"
"X2...2048","ut/salt-lake-city/KSLC","2021-11-11","50","40","45.75","0.00","35.38","37","33","35.38","10","10","26.01","10h 2m"
"X2...2049","ut/salt-lake-city/KSLC","2021-11-12","61","46","51.25","0.00","39.04","42","37","39.04","12","10","26.07","10h 0m"
"X2...2050","ut/salt-lake-city/KSLC","2021-11-13","62","43","50.79","0.00","38.75","41","37","38.75","10","10","26","9h 58m"
"X2...2051","ut/salt-lake-city/KSLC","2021-11-14","65","44","51.75","0.00","37.38","43","34","37.38","12","10","26","9h 56m"
"X2...2052","ut/salt-lake-city/KSLC","2021-11-15","65","44","52.38","0.00","36.5","44","29","36.5","13","10","25.91","9h 54m"
"X2...2053","ut/salt-lake-city/KSLC","2021-11-16","56","34","49.58","0.00","34.42","41","22","34.42","15","10","25.85","9h 52m"
"X2...2054","ut/salt-lake-city/KSLC","2021-11-17","41","29","34.48","0.00","18.04","21","15","18.04","14","10","26.02","9h 50m"
"X2...2055","ut/salt-lake-city/KSLC","2021-11-18","45","29","36.96","0.00","21.88","29","17","21.88","9","10","26","9h 48m"
"X2...2056","ut/salt-lake-city/KSLC","2021-11-19","47","36","41.88","0.00","30","38","26","30","13","10","25.85","9h 46m"
"X2...2057","ut/salt-lake-city/KSLC","2021-11-20","47","34","41.07","0.03","35.89","41","29","35.89","14","10","26.09","9h 45m"
"X2...2058","ut/salt-lake-city/KSLC","2021-11-21","46","29","36.46","0.00","29.08","32","26","29.08","7","10","26.19","9h 43m"
"X2...2059","ut/salt-lake-city/KSLC","2021-11-22","49","29","36.54","0.00","27.75","33","24","27.75","9","10","26.14","9h 41m"
"X2...2060","ut/salt-lake-city/KSLC","2021-11-23","49","29","38.17","0.00","27.97","35","23","27.97","14","10","25.76","9h 39m"
"X2...2061","ut/salt-lake-city/KSLC","2021-11-24","41","30","36.25","0.00","23.54","26","21","23.54","14","10","26.18","9h 38m"
"X2...2062","ut/salt-lake-city/KSLC","2021-11-25","45","26","33.67","0.00","22.54","27","19","22.54","10","10","26.24","9h 36m"
"X2...2063","ut/salt-lake-city/KSLC","2021-11-26","45","28","34.42","0.00","23.92","27","21","23.92","10","10","26.09","9h 35m"
"X2...2064","ut/salt-lake-city/KSLC","2021-11-27","49","28","36.54","0.00","26.33","32","22","26.33","9","10","26.03","9h 33m"
"X2...2065","ut/salt-lake-city/KSLC","2021-11-28","54","31","39.92","0.00","30.08","34","26","30.08","9","10","26.08","9h 32m"
"X2...2066","ut/salt-lake-city/KSLC","2021-11-29","54","32","40.04","0.00","31.79","35","27","31.79","12","10","26","9h 30m"
"X2...2067","ut/salt-lake-city/KSLC","2021-11-30","50","30","38.75","0.00","31.83","35","28","31.83","8","10","26.04","9h 29m"
"X2...2068","ut/salt-lake-city/KSLC","2021-12-01","55","31","41.66","0.00","30.86","36","26","30.86","8","10","26.08","9h 28m"
"X2...2069","ut/salt-lake-city/KSLC","2021-12-02","56","32","41.08","0.00","31.75","36","27","31.75","13","10","25.97","9h 26m"
"X2...2070","ut/salt-lake-city/KSLC","2021-12-03","51","32","39.38","0.00","33.04","38","29","33.04","12","10","25.91","9h 25m"
"X2...2071","ut/salt-lake-city/KSLC","2021-12-04","56","31","41","0.00","32.08","35","27","32.08","14","10","25.89","9h 24m"
"X2...2072","ut/salt-lake-city/KSLC","2021-12-05","55","33","42.67","0.00","27.33","32","24","27.33","17","10","25.91","9h 23m"
"X2...2073","ut/salt-lake-city/KSLC","2021-12-06","43","30","36.67","0.00","25.21","29","22","25.21","9","10","25.9","9h 22m"
"X2...2074","ut/salt-lake-city/KSLC","2021-12-07","52","34","41.16","0.00","28.12","31","24","28.12","10","10","25.78","9h 21m"
"X2...2075","ut/salt-lake-city/KSLC","2021-12-08","51","33","42.79","0.00","30.75","37","26","30.75","18","10","25.76","9h 20m"
"X2...2076","ut/salt-lake-city/KSLC","2021-12-09","45","28","33.88","0.00","31.51","37","22","31.51","14","10","25.57","9h 19m"
"X2...2077","ut/salt-lake-city/KSLC","2021-12-10","32","25","27.16","0.53","18.65","22","16","18.65","14","10","25.92","9h 18m"
"X2...2078","ut/salt-lake-city/KSLC","2021-12-11","32","23","27.63","0.04","16.21","19","14","16.21","17","10","25.92","9h 18m"
"X2...2079","ut/salt-lake-city/KSLC","2021-12-12","49","33","40.38","0.00","18.63","23","16","18.63","18","10","25.68","9h 17m"
"X2...2080","ut/salt-lake-city/KSLC","2021-12-13","50","39","45.38","0.00","20.63","23","19","20.63","26","10","25.64","9h 16m"
"X2...2081","ut/salt-lake-city/KSLC","2021-12-14","55","32","43.21","0.00","27.76","37","20","27.76","30","10","25.54","9h 16m"
"X2...2082","ut/salt-lake-city/KSLC","2021-12-15","32","22","27.71","0.00","21.56","31","10","21.56","23","10","25.76","9h 15m"
"X2...2083","ut/salt-lake-city/KSLC","2021-12-16","37","28","31.88","0.00","23.2","28","16","23.2","24","10","25.75","9h 15m"
"X2...2084","ut/salt-lake-city/KSLC","2022-10-27","47","36","40.54","0.02","29.54","33","26","29.54","9","10","26","10h 38m"
"X2...2085","ut/salt-lake-city/KSLC","2022-10-28","55","32","42.25","0.00","28","32","25","28","13","10","26.01","10h 35m"
"X2...2086","ut/salt-lake-city/KSLC","2022-10-29","55","36","44.67","0.00","30.33","34","26","30.33","10","10","25.97","10h 33m"
"X2...2087","ut/salt-lake-city/KSLC","2022-10-30","58","35","45.96","0.00","31.21","34","29","31.21","8","10","25.94","10h 31m"
"X2...2088","ut/salt-lake-city/KSLC","2022-10-31","63","38","49.08","0.00","30.13","33","26","30.13","9","10","25.85","10h 28m"
"X2...2089","ut/salt-lake-city/KSLC","2022-11-01","66","47","57.96","0.00","25.75","33","20","25.75","30","10","25.64","10h 26m"
"X2...2090","ut/salt-lake-city/KSLC","2022-11-02","61","34","38.67","0.00","32.19","36","22","32.19","29","10","25.66","10h 23m"
"X2...2091","ut/salt-lake-city/KSLC","2022-11-03","45","32","37.71","0.46","29.64","33","23","29.64","17","10","25.78","10h 21m"
"X2...2092","ut/salt-lake-city/KSLC","2022-11-04","42","29","37.04","0.00","22.13","25","19","22.13","21","10","25.87","10h 19m"
"X2...2093","ut/salt-lake-city/KSLC","2022-11-05","50","40","44.52","0.00","31.8","40","21","31.8","26","10","25.73","10h 16m"
"X2...2094","ut/salt-lake-city/KSLC","2022-11-06","50","40","45.13","0.18","32.43","35","30","32.43","16","10","25.67","10h 14m"
"X2...2095","ut/salt-lake-city/KSLC","2022-11-07","60","42","55.28","0.00","35.2","37","33","35.2","30","10","25.48","10h 12m"
"X2...2096","ut/salt-lake-city/KSLC","2022-11-08","57","39","44.02","0.00","37.14","43","32","37.14","20","10","25.64","10h 10m"
"X2...2097","ut/salt-lake-city/KSLC","2022-11-09","47","35","41.12","0.99","31.94","42","24","31.94","29","10","25.71","10h 7m"
"X2...2098","ut/salt-lake-city/KSLC","2022-11-10","38","30","33.61","0.13","21.68","30","18","21.68","20","10","25.94","10h 5m"
"X2...2099","ut/salt-lake-city/KSLC","2022-11-11","40","26","32.21","0.00","19.67","24","16","19.67","9","10","25.96","10h 3m"
"X2...2100","ut/salt-lake-city/KSLC","2022-11-12","41","27","33.25","0.00","22.88","27","20","22.88","8","10","25.88","10h 1m"
"X2...2101","ut/salt-lake-city/KSLC","2022-11-13","40","27","32.92","0.00","24.04","26","22","24.04","14","10","25.82","9h 59m"
"X2...2102","ut/salt-lake-city/KSLC","2022-11-14","38","27","32.08","0.00","21.5","23","19","21.5","9","10","26","9h 57m"
"X2...2103","ut/salt-lake-city/KSLC","2022-11-15","38","24","30.71","0.00","20.58","23","18","20.58","14","10","26.17","9h 55m"
"X2...2104","ut/salt-lake-city/KSLC","2022-11-16","41","25","31.92","0.00","20.96","23","18","20.96","10","10","26.23","9h 53m"
"X2...2105","ut/salt-lake-city/KSLC","2022-11-17","45","26","34.21","0.00","22.67","27","19","22.67","8","10","26.06","9h 51m"
"X2...2106","ut/salt-lake-city/KSLC","2022-11-18","37","26","30.64","0.00","20.52","25","16","20.52","14","10","26.04","9h 49m"
"X2...2107","ut/salt-lake-city/KSLC","2022-11-19","36","22","28.33","0.00","17.54","20","16","17.54","9","10","26.1","9h 47m"
"X2...2108","ut/salt-lake-city/KSLC","2022-11-20","40","22","29.79","0.00","19.63","23","15","19.63","7","10","26.07","9h 45m"
"X2...2109","ut/salt-lake-city/KSLC","2022-11-21","42","22","30.83","0.00","21.75","27","17","21.75","7","10","26","9h 43m"
"X2...2110","ut/salt-lake-city/KSLC","2022-11-22","44","24","31.46","0.00","23.08","27","19","23.08","9","8","25.96","9h 42m"
"X2...2111","ut/salt-lake-city/KSLC","2022-11-23","45","29","35.21","0.00","26.97","30","24","26.97","10","10","26.06","9h 40m"
"X2...2112","ut/salt-lake-city/KSLC","2022-11-24","43","27","33.83","0.02","24.92","27","23","24.92","13","10","26.18","9h 38m"
"X2...2113","ut/salt-lake-city/KSLC","2022-11-25","46","27","34.58","0.00","23.79","27","21","23.79","8","10","26.18","9h 37m"
"X2...2114","ut/salt-lake-city/KSLC","2022-11-26","39","27","33.6","0.00","28.37","33","22","28.37","9","10","25.88","9h 35m"
"X2...2115","ut/salt-lake-city/KSLC","2022-11-27","45","32","38.81","0.00","26.88","32","20","26.88","15","10","25.85","9h 33m"
"X2...2116","ut/salt-lake-city/KSLC","2022-11-28","45","27","33.62","0.00","26.48","31","20","26.48","23","10","25.48","9h 32m"
"X2...2117","ut/salt-lake-city/KSLC","2022-11-29","33","24","27.64","0.06","16.24","23","10","16.24","21","10","25.8","9h 31m"
"X2...2118","ut/salt-lake-city/KSLC","2022-11-30","45","27","35.5","0.06","16.42","23","11","16.42","20","10","25.79","9h 29m"
"X2...2119","ut/salt-lake-city/KSLC","2022-12-01","52","41","47.5","0.00","21.5","26","19","21.5","38","10","25.53","9h 28m"
"X2...2120","ut/salt-lake-city/KSLC","2022-12-02","49","22","30.03","0.18","22.84","31","0","22.84","31","10","25.95","9h 27m"
"X2...2121","ut/salt-lake-city/KSLC","2022-12-03","31","21","26.58","0.03","18.96","23","15","18.96","6","10","25.95","9h 25m"
"X2...2122","ut/salt-lake-city/KSLC","2022-12-04","37","30","32.86","0.00","26.34","31","22","26.34","17","10","25.86","9h 24m"
"X2...2123","ut/salt-lake-city/KSLC","2022-12-05","39","28","34.27","0.06","30.93","33","25","30.93","13","10","25.72","9h 23m"
"X2...2124","ut/salt-lake-city/KSLC","2022-12-06","36","24","28.84","0.00","25.68","29","21","25.68","8","10","25.84","9h 22m"
"X2...2125","ut/salt-lake-city/KSLC","2022-12-07","32","29","30.21","0.00","24.66","27","22","24.66","9","9","25.88","9h 21m"
"X2...2126","ut/salt-lake-city/KSLC","2022-12-08","40","28","31.86","0.12","26.21","28","23","26.21","6","10","25.99","9h 20m"
"X2...2127","ut/salt-lake-city/KSLC","2022-12-09","38","30","34.86","0.00","25.61","28","23","25.61","15","10","25.8","9h 19m"
"X2...2128","ut/salt-lake-city/KSLC","2022-12-10","46","32","40.96","0.00","22.33","24","21","22.33","23","10","25.75","9h 19m"
"X2...2129","ut/salt-lake-city/KSLC","2022-12-11","51","34","41.86","0.00","28.03","35","19","28.03","31","10","25.52","9h 18m"
"X2...2130","ut/salt-lake-city/KSLC","2022-12-12","38","31","33.8","0.42","29.08","32","26","29.08","18","10","25.5","9h 17m"
"X2...2131","ut/salt-lake-city/KSLC","2022-12-13","33","28","30.83","0.20","27.97","30","25","27.97","16","7","25.72","9h 17m"
"X2...2132","ut/salt-lake-city/KSLC","2022-12-14","35","28","30.56","0.28","26.02","28","23","26.02","9","10","25.84","9h 16m"
"X2...2133","ut/salt-lake-city/KSLC","2022-12-15","32","23","28.6","0.16","23.67","26","17","23.67","10","10","25.95","9h 16m"
"X2...2134","ut/salt-lake-city/KSLC","2022-12-16","30","15","21","0.06","14.32","18","11","14.32","8","10","26.03","9h 15m"
"X2...2135","ut/salt-lake-city/KSLC","2023-10-27","53","33","42.21","0.30","24.96","34","20","24.96","10","10","25.82","10h 39m"
"X2...2136","ut/salt-lake-city/KSLC","2023-10-28","46","32","39.04","0.00","27.5","33","22","27.5","14","10","25.9","10h 36m"
"X2...2137","ut/salt-lake-city/KSLC","2023-10-29","44","29","35.5","0.00","19.88","22","17","19.88","13","10","26.08","10h 34m"
"X2...2138","ut/salt-lake-city/KSLC","2023-10-30","47","29","36.92","0.00","21.38","26","16","21.38","9","10","26.09","10h 31m"
"X2...2139","ut/salt-lake-city/KSLC","2023-10-31","52","30","39.75","0.00","24.25","30","21","24.25","7","10","26.09","10h 29m"
"X2...2140","ut/salt-lake-city/KSLC","2023-11-01","57","32","42.96","0.00","28.96","38","26","28.96","9","10","25.95","10h 26m"
"X2...2141","ut/salt-lake-city/KSLC","2023-11-02","64","36","47.88","0.00","31.46","42","23","31.46","10","10","25.92","10h 24m"
"X2...2142","ut/salt-lake-city/KSLC","2023-11-03","66","45","53.38","0.00","38.25","42","32","38.25","9","10","25.92","10h 22m"
"X2...2143","ut/salt-lake-city/KSLC","2023-11-04","66","41","51.96","0.00","38.92","44","36","38.92","10","10","25.91","10h 19m"
"X2...2144","ut/salt-lake-city/KSLC","2023-11-05","63","47","54.61","0.00","38.22","45","30","38.22","10","10","25.76","10h 17m"
"X2...2145","ut/salt-lake-city/KSLC","2023-11-06","71","49","57.58","0.00","35.04","42","26","35.04","20","10","25.6","10h 15m"
"X2...2146","ut/salt-lake-city/KSLC","2023-11-07","50","38","44.24","0.03","41.28","46","36","41.28","22","10","25.77","10h 12m"
"X2...2147","ut/salt-lake-city/KSLC","2023-11-08","49","35","41.42","0.25","34.96","40","32","34.96","12","10","25.99","10h 10m"
"X2...2148","ut/salt-lake-city/KSLC","2023-11-09","49","31","39.29","0.00","31.17","34","28","31.17","10","10","26.03","10h 8m"
"X2...2149","ut/salt-lake-city/KSLC","2023-11-10","51","31","39.71","0.00","29.17","33","23","29.17","10","10","25.89","10h 6m"
"X2...2150","ut/salt-lake-city/KSLC","2023-11-11","53","31","41.71","0.00","27.33","30","24","27.33","9","10","25.93","10h 4m"
"X2...2151","ut/salt-lake-city/KSLC","2023-11-12","61","34","45.67","0.00","27.42","37","19","27.42","15","10","25.96","10h 1m"
"X2...2152","ut/salt-lake-city/KSLC","2023-11-13","65","44","52","0.00","22.96","39","15","22.96","22","10","25.83","9h 59m"
"X2...2153","ut/salt-lake-city/KSLC","2023-11-14","66","39","52.6","0.00","30.12","38","21","30.12","20","10","25.82","9h 57m"
"X2...2154","ut/salt-lake-city/KSLC","2023-11-15","68","45","55.21","0.00","34","44","29","34","21","10","25.8","9h 55m"
"X2...2155","ut/salt-lake-city/KSLC","2023-11-16","59","42","50.37","0.10","46.91","51","34","46.91","18","10","25.8","9h 53m"
"X2...2156","ut/salt-lake-city/KSLC","2023-11-17","57","37","44.67","0.36","41.74","46","37","41.74","9","10","25.84","9h 51m"
"X2...2157","ut/salt-lake-city/KSLC","2023-11-18","52","39","44.92","0.00","42.54","47","39","42.54","9","10","25.75","9h 49m"
"X2...2158","ut/salt-lake-city/KSLC","2023-11-19","49","35","41.9","0.05","40.43","44","33","40.43","24","10","25.89","9h 47m"
"X2...2159","ut/salt-lake-city/KSLC","2023-11-20","45","36","39.5","0.62","31.71","34","28","31.71","14","10","26.24","9h 46m"
"X2...2160","ut/salt-lake-city/KSLC","2023-11-21","46","30","37.17","0.00","30.79","35","28","30.79","8","10","26.25","9h 44m"
"X2...2161","ut/salt-lake-city/KSLC","2023-11-22","49","31","38.33","0.00","33.25","38","30","33.25","8","10","26.08","9h 42m"
"X2...2162","ut/salt-lake-city/KSLC","2023-11-23","42","33","36.62","0.00","34.45","38","32","34.45","9","10","25.76","9h 40m"
"X2...2163","ut/salt-lake-city/KSLC","2023-11-24","36","32","33.63","0.29","30.25","33","21","30.25","9","10","25.73","9h 39m"
"X2...2164","ut/salt-lake-city/KSLC","2023-11-25","38","29","33.08","0.04","24.75","30","20","24.75","12","10","25.95","9h 37m"
"X2...2165","ut/salt-lake-city/KSLC","2023-11-26","35","29","32.36","0.00","24.92","29","22","24.92","10","10","26","9h 35m"
"X2...2166","ut/salt-lake-city/KSLC","2023-11-27","39","26","31.13","0.00","22.71","27","19","22.71","7","10","26.05","9h 34m"
"X2...2167","ut/salt-lake-city/KSLC","2023-11-28","40","25","31.08","0.00","26.13","29","22","26.13","8","9","26.04","9h 32m"
"X2...2168","ut/salt-lake-city/KSLC","2023-11-29","36","25","30.03","0.00","28.34","31","24","28.34","7","6","25.84","9h 31m"
"X2...2169","ut/salt-lake-city/KSLC","2023-11-30","34","31","32.04","0.00","28.78","30","28","28.78","8","8","25.6","9h 30m"
"X2...2170","ut/salt-lake-city/KSLC","2023-12-01","37","29","33.28","0.00","31.35","36","26","31.35","14","10","25.65","9h 28m"
"X2...2171","ut/salt-lake-city/KSLC","2023-12-02","42","31","36.64","0.11","31.15","33","27","31.15","22","10","25.76","9h 27m"
"X2...2172","ut/salt-lake-city/KSLC","2023-12-03","44","38","41.19","0.09","39.92","43","34","39.92","15","10","25.88","9h 26m"
"X2...2173","ut/salt-lake-city/KSLC","2023-12-04","52","39","44.54","0.48","40.79","44","38","40.79","8","10","26.04","9h 25m"
"X2...2174","ut/salt-lake-city/KSLC","2023-12-05","56","35","42.33","0.00","37.33","40","34","37.33","10","10","26.06","9h 23m"
"X2...2175","ut/salt-lake-city/KSLC","2023-12-06","54","32","44.67","0.00","34.46","42","29","34.46","22","10","25.95","9h 22m"
"X2...2176","ut/salt-lake-city/KSLC","2023-12-07","54","36","44.88","0.00","30.42","38","27","30.42","17","10","25.72","9h 21m"
"X2...2177","ut/salt-lake-city/KSLC","2023-12-08","38","30","34.12","0.03","26.73","35","20","26.73","23","10","25.95","9h 20m"
"X2...2178","ut/salt-lake-city/KSLC","2023-12-09","38","25","30.76","0.01","22.04","29","18","22.04","10","10","26.17","9h 20m"
"X2...2179","ut/salt-lake-city/KSLC","2023-12-10","43","28","34.67","0.00","22.21","31","17","22.21","10","10","26.1","9h 19m"
"X2...2180","ut/salt-lake-city/KSLC","2023-12-11","44","30","35.33","0.00","29.08","33","25","29.08","7","10","25.88","9h 18m"
"X2...2181","ut/salt-lake-city/KSLC","2023-12-12","41","29","34.12","0.00","30.04","35","27","30.04","12","10","25.83","9h 17m"
"X2...2182","ut/salt-lake-city/KSLC","2023-12-13","47","30","36.67","0.00","28.08","32","26","28.08","12","10","25.88","9h 17m"
"X2...2183","ut/salt-lake-city/KSLC","2023-12-14","45","28","34.63","0.00","27.63","31","24","27.63","8","10","26.02","9h 16m"
"X2...2184","ut/salt-lake-city/KSLC","2023-12-15","45","28","34","0.00","27.79","31","24","27.79","9","6","26.11","9h 16m"
"X2...2185","ut/salt-lake-city/KSLC","2023-12-16","42","27","32.64","0.00","27.32","31","24","27.32","8","8","26.03","9h 15m"
"X2...2186","ut/salt-lake-city/KSLC","2024-10-27","72","48","59.79","0.00","31.5","42","24","31.5","15","10","25.87","10h 37m"
"X2...2187","ut/salt-lake-city/KSLC","2024-10-28","64","43","54.8","0.00","35.64","40","24","35.64","20","10","25.54","10h 34m"
"X2...2188","ut/salt-lake-city/KSLC","2024-10-29","47","41","42.78","0.13","35.14","39","29","35.14","23","10","25.68","10h 32m"
"X2...2189","ut/salt-lake-city/KSLC","2024-10-30","48","36","42.08","0.05","30.04","33","26","30.04","10","10","25.82","10h 29m"
"X2...2190","ut/salt-lake-city/KSLC","2024-10-31","54","41","46.38","0.00","27.21","33","23","27.21","18","10","25.76","10h 27m"
"X2...2191","ut/salt-lake-city/KSLC","2024-11-01","56","36","45.42","0.00","31.25","36","25","31.25","12","10","25.79","10h 25m"
"X2...2192","ut/salt-lake-city/KSLC","2024-11-02","54","41","46.31","0.00","34.85","41","28","34.85","15","10","25.6","10h 22m"
"X2...2193","ut/salt-lake-city/KSLC","2024-11-03","47","35","39.38","0.26","31.59","35","25","31.59","20","10","25.75","10h 20m"
"X2...2194","ut/salt-lake-city/KSLC","2024-11-04","47","32","39.33","0.00","26.42","30","22","26.42","12","10","25.88","10h 18m"
"X2...2195","ut/salt-lake-city/KSLC","2024-11-05","43","33","38.61","0.00","27.03","33","21","27.03","21","10","25.77","10h 15m"
"X2...2196","ut/salt-lake-city/KSLC","2024-11-06","46","30","36.96","0.01","21.88","25","16","21.88","17","10","25.94","10h 13m"
"X2...2197","ut/salt-lake-city/KSLC","2024-11-07","46","27","35.71","0.00","22","24","19","22","12","10","26","10h 11m"
"X2...2198","ut/salt-lake-city/KSLC","2024-11-08","49","29","38.38","0.00","24.67","29","20","24.67","9","10","25.94","10h 9m"
"X2...2199","ut/salt-lake-city/KSLC","2024-11-09","55","32","41.75","0.00","27.17","31","25","27.17","9","10","25.82","10h 6m"
"X2...2200","ut/salt-lake-city/KSLC","2024-11-10","61","34","44.67","0.00","29.67","33","26","29.67","9","10","25.82","10h 4m"
"X2...2201","ut/salt-lake-city/KSLC","2024-11-11","69","36","54.33","0.00","25.79","32","17","25.79","29","10","25.76","10h 2m"
"X2...2202","ut/salt-lake-city/KSLC","2024-11-12","56","34","39.5","0.00","33.08","38","25","33.08","21","10","25.88","10h 0m"
"X2...2203","ut/salt-lake-city/KSLC","2024-11-13","51","33","40.54","0.50","27.71","31","24","27.71","13","10","25.91","9h 58m"
"X2...2204","ut/salt-lake-city/KSLC","2024-11-14","55","35","43.04","0.00","32.29","35","28","32.29","8","10","25.77","9h 56m"
"X2...2205","ut/salt-lake-city/KSLC","2024-11-15","51","33","40.54","0.00","32.21","35","26","32.21","18","10","25.47","9h 54m"
"X2...2206","ut/salt-lake-city/KSLC","2024-11-16","40","32","37.42","0.00","30.81","34","27","30.81","15","10","25.74","9h 52m"
"X2...2207","ut/salt-lake-city/KSLC","2024-11-17","45","29","37","0.01","24.89","27","23","24.89","9","10","25.76","9h 50m"
"X2...2208","fl/miami/KMIA","2019-10-27","88","78","83.65","0.03","74.12","76","72","74.12","13","10","30.01","11h 17m"
"X2...2209","fl/miami/KMIA","2019-10-28","89","80","84.38","0.00","73.31","75","70","73.31","13","10","30.06","11h 16m"
"X2...2210","fl/miami/KMIA","2019-10-29","88","82","83.89","0.01","73.04","76","69","73.04","15","10","30.07","11h 14m"
"X2...2211","fl/miami/KMIA","2019-10-30","89","81","84.13","0.00","71.57","74","69","71.57","16","10","30.06","11h 13m"
"X2...2212","fl/miami/KMIA","2019-10-31","88","80","83.42","0.00","71.46","73","69","71.46","12","10","30.04","11h 12m"
"X2...2213","fl/miami/KMIA","2019-11-01","90","79","83.15","0.00","71.85","74","70","71.85","10","10","30.07","11h 10m"
"X2...2214","fl/miami/KMIA","2019-11-02","88","78","82.54","0.01","70.54","73","68","70.54","12","10","30.03","11h 9m"
"X2...2215","fl/miami/KMIA","2019-11-03","84","75","78.37","0.00","70.43","73","69","70.43","12","10","30.02","11h 8m"
"X2...2216","fl/miami/KMIA","2019-11-04","86","76","81.33","0.28","70.63","73","68","70.63","13","10","30.07","11h 6m"
"X2...2217","fl/miami/KMIA","2019-11-05","87","78","82.33","0.02","69.54","71","68","69.54","9","10","30.11","11h 5m"
"X2...2218","fl/miami/KMIA","2019-11-06","87","78","82.28","0.00","70.24","72","69","70.24","18","10","30.14","11h 4m"
"X2...2219","fl/miami/KMIA","2019-11-07","87","78","82.46","0.03","69.54","71","69","69.54","17","10","30.09","11h 2m"
"X2...2220","fl/miami/KMIA","2019-11-08","86","74","81","0.00","70.08","71","68","70.08","9","10","30","11h 1m"
"X2...2221","fl/miami/KMIA","2019-11-09","78","70","74.17","0.00","66.75","72","59","66.75","18","10","30.03","11h 0m"
"X2...2222","fl/miami/KMIA","2019-11-10","83","69","76.58","0.02","58.13","62","54","58.13","20","10","30.1","10h 59m"
"X2...2223","fl/miami/KMIA","2019-11-11","84","73","78.5","0.01","61.33","66","59","61.33","16","10","30.08","10h 58m"
"X2...2224","fl/miami/KMIA","2019-11-12","87","73","78.63","0.00","64.92","68","59","64.92","10","10","29.98","10h 56m"
"X2...2225","fl/miami/KMIA","2019-11-13","84","73","75.43","0.00","67.2","71","63","67.2","14","10","30.03","10h 55m"
"X2...2226","fl/miami/KMIA","2019-11-14","82","74","76.29","0.70","69.95","72","67","69.95","15","10","30.08","10h 54m"
"X2...2227","fl/miami/KMIA","2019-11-15","84","71","77.12","0.27","69.91","72","65","69.91","16","10","29.99","10h 53m"
"X2...2228","fl/miami/KMIA","2019-11-16","77","62","69.4","0.12","57.8","64","54","57.8","13","10","29.92","10h 52m"
"X2...2229","fl/miami/KMIA","2019-11-17","64","58","60.74","0.00","52.7","55","51","52.7","13","10","29.93","10h 51m"
"X2...2230","fl/miami/KMIA","2019-11-18","75","58","65.19","0.00","55","60","53","55","13","10","29.9","10h 50m"
"X2...2231","fl/miami/KMIA","2019-11-19","82","62","72","0.00","56.67","61","51","56.67","12","10","30.03","10h 49m"
"X2...2232","fl/miami/KMIA","2019-11-20","78","62","69.58","0.00","45.63","52","40","45.63","12","10","30.14","10h 48m"
"X2...2233","fl/miami/KMIA","2019-11-21","79","64","71.54","0.00","53.46","57","44","53.46","14","10","30.17","10h 47m"
"X2...2234","fl/miami/KMIA","2019-11-22","80","68","74.63","0.00","58.5","62","56","58.5","14","10","30.12","10h 46m"
"X2...2235","fl/miami/KMIA","2019-11-23","82","66","74.46","0.00","61.46","64","59","61.46","13","10","30.05","10h 45m"
"X2...2236","fl/miami/KMIA","2019-11-24","82","68","75.15","0.00","65.92","69","61","65.92","14","10","29.94","10h 44m"
"X2...2237","fl/miami/KMIA","2019-11-25","76","59","68.13","0.00","55.29","58","51","55.29","8","10","29.97","10h 43m"
